location_stand,position.lat,position.lng,banking,bike_stands,available_bike_stands,available_bikes,status,Time of Call
City Quay,53.346637,-6.246154,FALSE,30,30,0,OPEN,23-08-2019 02:15
Exchequer Street,53.343034,-6.263578,FALSE,24,23,1,OPEN,23-08-2019 02:15
The Point,53.346867,-6.230852,FALSE,40,22,18,OPEN,23-08-2019 02:15
Hatch Street,53.33403,-6.260714,FALSE,36,36,0,OPEN,23-08-2019 02:15
Lime Street,53.346026,-6.243576,FALSE,40,38,2,OPEN,23-08-2019 02:15
Charlemont Street,53.330662,-6.260177,FALSE,40,39,1,OPEN,23-08-2019 02:15
Kilmainham Gaol,53.342113,-6.310015,TRUE,40,6,34,OPEN,23-08-2019 02:15
Hardwicke Place,53.357043,-6.263232,TRUE,25,9,16,OPEN,23-08-2019 02:15
Wolfe Tone Street,53.348875,-6.267459,FALSE,29,29,0,OPEN,23-08-2019 02:15
Francis Street,53.342081,-6.275233,FALSE,30,13,17,OPEN,23-08-2019 02:15
Greek Street,53.346874,-6.272976,FALSE,20,10,10,OPEN,23-08-2019 02:15
Guild Street,53.347932,-6.240928,FALSE,40,37,3,OPEN,23-08-2019 02:15
Herbert Place,53.334432,-6.245575,FALSE,30,29,1,OPEN,23-08-2019 02:15
High Street,53.343565,-6.275071,TRUE,29,29,0,OPEN,23-08-2019 02:15
North Circular Road,53.359624,-6.260348,FALSE,30,0,25,OPEN,23-08-2019 02:15
Western Way,53.354929,-6.269425,FALSE,40,32,8,OPEN,23-08-2019 02:15
Talbot Street,53.350974,-6.25294,FALSE,40,22,18,OPEN,23-08-2019 02:15
Newman House,53.337132,-6.26059,FALSE,40,40,0,OPEN,23-08-2019 02:15
Sir Patrick's Dun,53.339218,-6.240642,TRUE,40,35,5,OPEN,23-08-2019 02:15
New Central Bank,53.347122,-6.234749,FALSE,40,28,12,OPEN,23-08-2019 02:15
Grangegorman Lower (Central),53.355173,-6.278424,TRUE,40,33,7,OPEN,23-08-2019 02:15
King Street North,53.350291,-6.273507,FALSE,30,0,30,OPEN,23-08-2019 02:15
Killarney Street,53.354845,-6.247579,FALSE,30,0,30,OPEN,23-08-2019 02:15
Herbert Street,53.335742,-6.24551,FALSE,40,39,1,OPEN,23-08-2019 02:15
Custom House Quay,53.347884,-6.248048,FALSE,30,30,0,OPEN,23-08-2019 02:15
Molesworth Street,53.341288,-6.258117,FALSE,20,20,0,OPEN,23-08-2019 02:15
Georges Quay,53.347508,-6.252192,FALSE,20,18,2,OPEN,23-08-2019 02:15
Kilmainham Lane,53.341805,-6.305085,FALSE,30,5,25,OPEN,23-08-2019 02:15
Mount Brown,53.341645,-6.29719,FALSE,22,0,22,OPEN,23-08-2019 02:15
Market Street South,53.342296,-6.287661,FALSE,38,23,15,OPEN,23-08-2019 02:15
Kevin Street,53.337757,-6.267699,TRUE,40,24,16,OPEN,23-08-2019 02:15
Eccles Street East,53.358115,-6.265601,FALSE,27,16,11,OPEN,23-08-2019 02:15
Grand Canal Dock,53.342638,-6.238695,FALSE,40,36,4,OPEN,23-08-2019 02:15
Merrion Square East,53.339434,-6.246548,FALSE,30,30,0,OPEN,23-08-2019 02:15
York Street West,53.339334,-6.264699,FALSE,40,40,0,OPEN,23-08-2019 02:15
St. Stephen's Green South,53.337494,-6.26199,TRUE,30,25,5,OPEN,23-08-2019 02:15
Denmark Street Great,53.35561,-6.261397,FALSE,20,14,6,OPEN,23-08-2019 02:15
Royal Hospital,53.343897,-6.29706,TRUE,40,1,39,OPEN,23-08-2019 02:15
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,6,34,OPEN,23-08-2019 02:15
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,23,13,OPEN,23-08-2019 02:15
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,40,0,OPEN,23-08-2019 02:15
Heuston Station (Central),53.346603,-6.296924,FALSE,40,0,40,OPEN,23-08-2019 02:15
Townsend Street,53.345922,-6.254614,FALSE,20,11,9,OPEN,23-08-2019 02:15
George's Lane,53.35023,-6.279696,FALSE,40,0,40,OPEN,23-08-2019 02:15
Phibsborough Road,53.356307,-6.273717,FALSE,40,18,22,OPEN,23-08-2019 02:15
Eccles Street,53.359246,-6.269779,FALSE,20,4,16,OPEN,23-08-2019 02:15
Portobello Harbour,53.330362,-6.265163,FALSE,30,24,6,OPEN,23-08-2019 02:15
Mater Hospital,53.359967,-6.264828,FALSE,40,4,36,OPEN,23-08-2019 02:15
Blessington Street,53.356769,-6.26814,TRUE,20,8,12,OPEN,23-08-2019 02:15
James Street,53.343456,-6.287409,TRUE,40,28,12,OPEN,23-08-2019 02:15
Mountjoy Square East,53.356717,-6.256359,TRUE,40,0,40,OPEN,23-08-2019 02:15
Merrion Square West,53.339764,-6.251988,TRUE,20,18,2,OPEN,23-08-2019 02:15
Convention Centre,53.34744,-6.238523,TRUE,40,37,3,OPEN,23-08-2019 02:15
Hardwicke Street,53.355473,-6.264423,FALSE,16,8,8,OPEN,23-08-2019 02:15
Parkgate Street,53.347972,-6.291804,TRUE,38,8,30,OPEN,23-08-2019 02:15
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 02:15
Dame Street,53.344007,-6.266802,TRUE,16,14,2,OPEN,23-08-2019 02:15
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,0,25,OPEN,23-08-2019 02:15
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,17,3,OPEN,23-08-2019 02:15
Sandwith Street,53.345203,-6.247163,TRUE,40,9,31,OPEN,23-08-2019 02:15
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,1,28,OPEN,23-08-2019 02:15
Rothe Abbey,53.338776,-6.30395,TRUE,35,0,35,OPEN,23-08-2019 02:15
Charleville Road,53.359157,-6.281866,TRUE,40,22,18,OPEN,23-08-2019 02:15
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,23,0,OPEN,23-08-2019 02:15
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,0,30,OPEN,23-08-2019 02:15
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,40,0,OPEN,23-08-2019 02:15
Grattan Street,53.339629,-6.243778,FALSE,23,23,0,OPEN,23-08-2019 02:15
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,22,18,OPEN,23-08-2019 02:15
Harcourt Terrace,53.332763,-6.257942,FALSE,20,20,0,OPEN,23-08-2019 02:15
Bolton Street,53.351182,-6.269859,FALSE,20,2,17,OPEN,23-08-2019 02:15
Jervis Street,53.3483,-6.266651,TRUE,21,20,1,OPEN,23-08-2019 02:15
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,29,0,OPEN,23-08-2019 02:15
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,35,5,OPEN,23-08-2019 02:15
Mountjoy Square West,53.356299,-6.258586,FALSE,30,0,30,OPEN,23-08-2019 02:15
Wilton Terrace,53.332383,-6.252717,TRUE,20,17,3,OPEN,23-08-2019 02:15
Emmet Road,53.340714,-6.308191,FALSE,40,0,40,OPEN,23-08-2019 02:15
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,0,40,OPEN,23-08-2019 02:15
Leinster Street South,53.34218,-6.254485,FALSE,30,30,0,OPEN,23-08-2019 02:15
Blackhall Place,53.3488,-6.281637,FALSE,30,0,30,OPEN,23-08-2019 02:15
Smithfield North,53.349562,-6.278198,TRUE,30,0,30,OPEN,23-08-2019 02:20
Parnell Square North,53.353462,-6.265305,TRUE,20,11,9,OPEN,23-08-2019 02:20
Clonmel Street,53.336021,-6.26298,FALSE,33,32,1,OPEN,23-08-2019 02:20
Avondale Road,53.359405,-6.276142,FALSE,40,24,16,OPEN,23-08-2019 02:20
Mount Street Lower,53.33796,-6.24153,FALSE,40,39,1,OPEN,23-08-2019 02:20
Christchurch Place,53.343368,-6.27012,FALSE,20,20,0,OPEN,23-08-2019 02:20
Grantham Street,53.334123,-6.265436,TRUE,30,27,3,OPEN,23-08-2019 02:20
Pearse Street,53.344304,-6.250427,TRUE,30,30,0,OPEN,23-08-2019 02:20
York Street East,53.338755,-6.262003,FALSE,32,32,0,OPEN,23-08-2019 02:20
Excise Walk,53.347777,-6.244239,FALSE,40,28,11,OPEN,23-08-2019 02:20
Fitzwilliam Square West,53.336074,-6.252825,FALSE,30,30,0,OPEN,23-08-2019 02:20
Portobello Road,53.330091,-6.268044,TRUE,30,10,20,OPEN,23-08-2019 02:20
St. James Hospital (Central),53.339983,-6.295594,FALSE,40,24,16,OPEN,23-08-2019 02:20
Parnell Street,53.350929,-6.265125,FALSE,20,9,11,OPEN,23-08-2019 02:20
Frederick Street South,53.341515,-6.256853,TRUE,40,40,0,OPEN,23-08-2019 02:20
Fownes Street Upper,53.344603,-6.263371,FALSE,30,27,3,OPEN,23-08-2019 02:20
Custom House,53.348279,-6.254662,TRUE,30,24,6,OPEN,23-08-2019 02:20
Rathdown Road,53.35893,-6.280337,FALSE,40,37,3,OPEN,23-08-2019 02:20
North Circular Road (O'Connell's),53.357841,-6.251557,FALSE,30,0,30,OPEN,23-08-2019 02:20
Hanover Quay,53.344115,-6.237153,TRUE,40,38,2,OPEN,23-08-2019 02:20
Oliver Bond Street,53.343893,-6.280531,FALSE,30,18,12,OPEN,23-08-2019 02:20
Collins Barracks Museum,53.347477,-6.28525,TRUE,38,2,36,OPEN,23-08-2019 02:20
Brookfield Road,53.339005,-6.300217,FALSE,30,0,30,OPEN,23-08-2019 02:20
Benson Street,53.344153,-6.233451,FALSE,40,37,3,OPEN,23-08-2019 02:20
Earlsfort Terrace,53.334019,-6.258371,FALSE,30,30,0,OPEN,23-08-2019 02:20
Golden Lane,53.340803,-6.267732,FALSE,20,20,0,OPEN,23-08-2019 02:20
Deverell Place,53.351464,-6.255265,FALSE,30,7,23,OPEN,23-08-2019 02:20
Wilton Terrace (Park),53.333653,-6.248345,TRUE,40,40,0,OPEN,23-08-2019 02:20
John Street West,53.343105,-6.277167,FALSE,31,3,28,OPEN,23-08-2019 02:20
Fenian Street,53.341428,-6.24672,FALSE,35,34,1,OPEN,23-08-2019 02:20
Merrion Square South,53.338614,-6.248606,TRUE,40,40,0,OPEN,23-08-2019 02:20
South Dock Road,53.341833,-6.231291,FALSE,30,11,19,OPEN,23-08-2019 02:20
City Quay,53.346637,-6.246154,FALSE,30,30,0,OPEN,23-08-2019 02:20
Exchequer Street,53.343034,-6.263578,FALSE,24,23,1,OPEN,23-08-2019 02:20
The Point,53.346867,-6.230852,FALSE,40,22,18,OPEN,23-08-2019 02:20
Hatch Street,53.33403,-6.260714,FALSE,36,36,0,OPEN,23-08-2019 02:20
Lime Street,53.346026,-6.243576,FALSE,40,38,2,OPEN,23-08-2019 02:20
Charlemont Street,53.330662,-6.260177,FALSE,40,39,1,OPEN,23-08-2019 02:20
Kilmainham Gaol,53.342113,-6.310015,TRUE,40,6,34,OPEN,23-08-2019 02:20
Hardwicke Place,53.357043,-6.263232,TRUE,25,9,16,OPEN,23-08-2019 02:20
Wolfe Tone Street,53.348875,-6.267459,FALSE,29,29,0,OPEN,23-08-2019 02:20
Francis Street,53.342081,-6.275233,FALSE,30,13,17,OPEN,23-08-2019 02:20
Greek Street,53.346874,-6.272976,FALSE,20,10,10,OPEN,23-08-2019 02:20
Guild Street,53.347932,-6.240928,FALSE,40,37,3,OPEN,23-08-2019 02:20
Herbert Place,53.334432,-6.245575,FALSE,30,29,1,OPEN,23-08-2019 02:20
High Street,53.343565,-6.275071,TRUE,29,29,0,OPEN,23-08-2019 02:20
North Circular Road,53.359624,-6.260348,FALSE,30,0,25,OPEN,23-08-2019 02:20
Western Way,53.354929,-6.269425,FALSE,40,32,8,OPEN,23-08-2019 02:20
Talbot Street,53.350974,-6.25294,FALSE,40,22,18,OPEN,23-08-2019 02:20
Newman House,53.337132,-6.26059,FALSE,40,40,0,OPEN,23-08-2019 02:20
Sir Patrick's Dun,53.339218,-6.240642,TRUE,40,35,5,OPEN,23-08-2019 02:20
New Central Bank,53.347122,-6.234749,FALSE,40,28,12,OPEN,23-08-2019 02:20
Grangegorman Lower (Central),53.355173,-6.278424,TRUE,40,33,7,OPEN,23-08-2019 02:20
King Street North,53.350291,-6.273507,FALSE,30,0,30,OPEN,23-08-2019 02:20
Killarney Street,53.354845,-6.247579,FALSE,30,0,30,OPEN,23-08-2019 02:20
Herbert Street,53.335742,-6.24551,FALSE,40,39,1,OPEN,23-08-2019 02:20
Custom House Quay,53.347884,-6.248048,FALSE,30,30,0,OPEN,23-08-2019 02:20
Molesworth Street,53.341288,-6.258117,FALSE,20,20,0,OPEN,23-08-2019 02:20
Georges Quay,53.347508,-6.252192,FALSE,20,18,2,OPEN,23-08-2019 02:20
Kilmainham Lane,53.341805,-6.305085,FALSE,30,5,25,OPEN,23-08-2019 02:20
Mount Brown,53.341645,-6.29719,FALSE,22,0,22,OPEN,23-08-2019 02:20
Market Street South,53.342296,-6.287661,FALSE,38,23,15,OPEN,23-08-2019 02:20
Kevin Street,53.337757,-6.267699,TRUE,40,24,16,OPEN,23-08-2019 02:20
Eccles Street East,53.358115,-6.265601,FALSE,27,16,11,OPEN,23-08-2019 02:20
Grand Canal Dock,53.342638,-6.238695,FALSE,40,36,4,OPEN,23-08-2019 02:20
Merrion Square East,53.339434,-6.246548,FALSE,30,30,0,OPEN,23-08-2019 02:20
York Street West,53.339334,-6.264699,FALSE,40,40,0,OPEN,23-08-2019 02:20
St. Stephen's Green South,53.337494,-6.26199,TRUE,30,25,5,OPEN,23-08-2019 02:20
Denmark Street Great,53.35561,-6.261397,FALSE,20,14,6,OPEN,23-08-2019 02:20
Royal Hospital,53.343897,-6.29706,TRUE,40,1,39,OPEN,23-08-2019 02:20
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,6,34,OPEN,23-08-2019 02:20
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,23,13,OPEN,23-08-2019 02:20
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,40,0,OPEN,23-08-2019 02:20
Heuston Station (Central),53.346603,-6.296924,FALSE,40,0,40,OPEN,23-08-2019 02:20
Townsend Street,53.345922,-6.254614,FALSE,20,11,9,OPEN,23-08-2019 02:20
George's Lane,53.35023,-6.279696,FALSE,40,0,40,OPEN,23-08-2019 02:20
Phibsborough Road,53.356307,-6.273717,FALSE,40,18,22,OPEN,23-08-2019 02:20
Eccles Street,53.359246,-6.269779,FALSE,20,4,16,OPEN,23-08-2019 02:20
Portobello Harbour,53.330362,-6.265163,FALSE,30,24,6,OPEN,23-08-2019 02:20
Mater Hospital,53.359967,-6.264828,FALSE,40,4,36,OPEN,23-08-2019 02:20
Blessington Street,53.356769,-6.26814,TRUE,20,8,12,OPEN,23-08-2019 02:20
James Street,53.343456,-6.287409,TRUE,40,28,12,OPEN,23-08-2019 02:20
Mountjoy Square East,53.356717,-6.256359,TRUE,40,0,40,OPEN,23-08-2019 02:20
Merrion Square West,53.339764,-6.251988,TRUE,20,18,2,OPEN,23-08-2019 02:20
Convention Centre,53.34744,-6.238523,TRUE,40,37,3,OPEN,23-08-2019 02:20
Hardwicke Street,53.355473,-6.264423,FALSE,16,8,8,OPEN,23-08-2019 02:20
Parkgate Street,53.347972,-6.291804,TRUE,38,8,30,OPEN,23-08-2019 02:20
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 02:20
Dame Street,53.344007,-6.266802,TRUE,16,14,2,OPEN,23-08-2019 02:20
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,0,25,OPEN,23-08-2019 02:20
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,17,3,OPEN,23-08-2019 02:20
Sandwith Street,53.345203,-6.247163,TRUE,40,9,31,OPEN,23-08-2019 02:20
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,1,28,OPEN,23-08-2019 02:20
Rothe Abbey,53.338776,-6.30395,TRUE,35,0,35,OPEN,23-08-2019 02:20
Charleville Road,53.359157,-6.281866,TRUE,40,22,18,OPEN,23-08-2019 02:20
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,23,0,OPEN,23-08-2019 02:20
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,0,30,OPEN,23-08-2019 02:20
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,40,0,OPEN,23-08-2019 02:20
Grattan Street,53.339629,-6.243778,FALSE,23,23,0,OPEN,23-08-2019 02:20
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,22,18,OPEN,23-08-2019 02:20
Harcourt Terrace,53.332763,-6.257942,FALSE,20,20,0,OPEN,23-08-2019 02:20
Bolton Street,53.351182,-6.269859,FALSE,20,2,17,OPEN,23-08-2019 02:20
Jervis Street,53.3483,-6.266651,TRUE,21,20,1,OPEN,23-08-2019 02:20
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,29,0,OPEN,23-08-2019 02:20
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,35,5,OPEN,23-08-2019 02:20
Mountjoy Square West,53.356299,-6.258586,FALSE,30,0,30,OPEN,23-08-2019 02:20
Wilton Terrace,53.332383,-6.252717,TRUE,20,17,3,OPEN,23-08-2019 02:20
Emmet Road,53.340714,-6.308191,FALSE,40,0,40,OPEN,23-08-2019 02:20
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,0,40,OPEN,23-08-2019 02:20
Leinster Street South,53.34218,-6.254485,FALSE,30,30,0,OPEN,23-08-2019 02:20
Blackhall Place,53.3488,-6.281637,FALSE,30,0,30,OPEN,23-08-2019 02:20
Smithfield North,53.349562,-6.278198,TRUE,30,0,30,OPEN,23-08-2019 02:25
Parnell Square North,53.353462,-6.265305,TRUE,20,11,9,OPEN,23-08-2019 02:25
Clonmel Street,53.336021,-6.26298,FALSE,33,32,1,OPEN,23-08-2019 02:25
Avondale Road,53.359405,-6.276142,FALSE,40,24,16,OPEN,23-08-2019 02:25
Mount Street Lower,53.33796,-6.24153,FALSE,40,39,1,OPEN,23-08-2019 02:25
Christchurch Place,53.343368,-6.27012,FALSE,20,20,0,OPEN,23-08-2019 02:25
Grantham Street,53.334123,-6.265436,TRUE,30,27,3,OPEN,23-08-2019 02:25
Pearse Street,53.344304,-6.250427,TRUE,30,30,0,OPEN,23-08-2019 02:25
York Street East,53.338755,-6.262003,FALSE,32,32,0,OPEN,23-08-2019 02:25
Excise Walk,53.347777,-6.244239,FALSE,40,28,11,OPEN,23-08-2019 02:25
Fitzwilliam Square West,53.336074,-6.252825,FALSE,30,30,0,OPEN,23-08-2019 02:25
Portobello Road,53.330091,-6.268044,TRUE,30,10,20,OPEN,23-08-2019 02:25
St. James Hospital (Central),53.339983,-6.295594,FALSE,40,24,16,OPEN,23-08-2019 02:25
Parnell Street,53.350929,-6.265125,FALSE,20,9,11,OPEN,23-08-2019 02:25
Frederick Street South,53.341515,-6.256853,TRUE,40,40,0,OPEN,23-08-2019 02:25
Fownes Street Upper,53.344603,-6.263371,FALSE,30,27,3,OPEN,23-08-2019 02:25
Custom House,53.348279,-6.254662,TRUE,30,24,6,OPEN,23-08-2019 02:25
Rathdown Road,53.35893,-6.280337,FALSE,40,37,3,OPEN,23-08-2019 02:25
North Circular Road (O'Connell's),53.357841,-6.251557,FALSE,30,0,30,OPEN,23-08-2019 02:25
Hanover Quay,53.344115,-6.237153,TRUE,40,38,2,OPEN,23-08-2019 02:25
Oliver Bond Street,53.343893,-6.280531,FALSE,30,18,12,OPEN,23-08-2019 02:25
Collins Barracks Museum,53.347477,-6.28525,TRUE,38,2,36,OPEN,23-08-2019 02:25
Brookfield Road,53.339005,-6.300217,FALSE,30,0,30,OPEN,23-08-2019 02:25
Benson Street,53.344153,-6.233451,FALSE,40,37,3,OPEN,23-08-2019 02:25
Earlsfort Terrace,53.334019,-6.258371,FALSE,30,30,0,OPEN,23-08-2019 02:25
Golden Lane,53.340803,-6.267732,FALSE,20,20,0,OPEN,23-08-2019 02:25
Deverell Place,53.351464,-6.255265,FALSE,30,7,23,OPEN,23-08-2019 02:25
Wilton Terrace (Park),53.333653,-6.248345,TRUE,40,40,0,OPEN,23-08-2019 02:25
John Street West,53.343105,-6.277167,FALSE,31,3,28,OPEN,23-08-2019 02:25
Fenian Street,53.341428,-6.24672,FALSE,35,34,1,OPEN,23-08-2019 02:25
Merrion Square South,53.338614,-6.248606,TRUE,40,40,0,OPEN,23-08-2019 02:25
South Dock Road,53.341833,-6.231291,FALSE,30,11,19,OPEN,23-08-2019 02:25
City Quay,53.346637,-6.246154,FALSE,30,30,0,OPEN,23-08-2019 02:25
Exchequer Street,53.343034,-6.263578,FALSE,24,23,1,OPEN,23-08-2019 02:25
The Point,53.346867,-6.230852,FALSE,40,22,18,OPEN,23-08-2019 02:25
Hatch Street,53.33403,-6.260714,FALSE,36,36,0,OPEN,23-08-2019 02:25
Lime Street,53.346026,-6.243576,FALSE,40,38,2,OPEN,23-08-2019 02:25
Charlemont Street,53.330662,-6.260177,FALSE,40,39,1,OPEN,23-08-2019 02:25
Kilmainham Gaol,53.342113,-6.310015,TRUE,40,6,34,OPEN,23-08-2019 02:25
Hardwicke Place,53.357043,-6.263232,TRUE,25,9,16,OPEN,23-08-2019 02:25
Wolfe Tone Street,53.348875,-6.267459,FALSE,29,29,0,OPEN,23-08-2019 02:25
Francis Street,53.342081,-6.275233,FALSE,30,13,17,OPEN,23-08-2019 02:25
Greek Street,53.346874,-6.272976,FALSE,20,10,10,OPEN,23-08-2019 02:25
Guild Street,53.347932,-6.240928,FALSE,40,37,3,OPEN,23-08-2019 02:25
Herbert Place,53.334432,-6.245575,FALSE,30,29,1,OPEN,23-08-2019 02:25
High Street,53.343565,-6.275071,TRUE,29,29,0,OPEN,23-08-2019 02:25
North Circular Road,53.359624,-6.260348,FALSE,30,0,25,OPEN,23-08-2019 02:25
Western Way,53.354929,-6.269425,FALSE,40,32,8,OPEN,23-08-2019 02:25
Talbot Street,53.350974,-6.25294,FALSE,40,22,18,OPEN,23-08-2019 02:25
Newman House,53.337132,-6.26059,FALSE,40,40,0,OPEN,23-08-2019 02:25
Sir Patrick's Dun,53.339218,-6.240642,TRUE,40,35,5,OPEN,23-08-2019 02:25
New Central Bank,53.347122,-6.234749,FALSE,40,28,12,OPEN,23-08-2019 02:25
Grangegorman Lower (Central),53.355173,-6.278424,TRUE,40,33,7,OPEN,23-08-2019 02:25
King Street North,53.350291,-6.273507,FALSE,30,0,30,OPEN,23-08-2019 02:25
Killarney Street,53.354845,-6.247579,FALSE,30,0,30,OPEN,23-08-2019 02:25
Herbert Street,53.335742,-6.24551,FALSE,40,39,1,OPEN,23-08-2019 02:25
Custom House Quay,53.347884,-6.248048,FALSE,30,30,0,OPEN,23-08-2019 02:25
Molesworth Street,53.341288,-6.258117,FALSE,20,20,0,OPEN,23-08-2019 02:25
Georges Quay,53.347508,-6.252192,FALSE,20,18,2,OPEN,23-08-2019 02:25
Kilmainham Lane,53.341805,-6.305085,FALSE,30,5,25,OPEN,23-08-2019 02:25
Mount Brown,53.341645,-6.29719,FALSE,22,0,22,OPEN,23-08-2019 02:25
Market Street South,53.342296,-6.287661,FALSE,38,23,15,OPEN,23-08-2019 02:25
Kevin Street,53.337757,-6.267699,TRUE,40,24,16,OPEN,23-08-2019 02:25
Eccles Street East,53.358115,-6.265601,FALSE,27,16,11,OPEN,23-08-2019 02:25
Grand Canal Dock,53.342638,-6.238695,FALSE,40,36,4,OPEN,23-08-2019 02:25
Merrion Square East,53.339434,-6.246548,FALSE,30,30,0,OPEN,23-08-2019 02:25
York Street West,53.339334,-6.264699,FALSE,40,40,0,OPEN,23-08-2019 02:25
St. Stephen's Green South,53.337494,-6.26199,TRUE,30,25,5,OPEN,23-08-2019 02:25
Denmark Street Great,53.35561,-6.261397,FALSE,20,14,6,OPEN,23-08-2019 02:25
Royal Hospital,53.343897,-6.29706,TRUE,40,1,39,OPEN,23-08-2019 02:25
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,6,34,OPEN,23-08-2019 02:25
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,23,13,OPEN,23-08-2019 02:25
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,40,0,OPEN,23-08-2019 02:25
Heuston Station (Central),53.346603,-6.296924,FALSE,40,0,40,OPEN,23-08-2019 02:25
Townsend Street,53.345922,-6.254614,FALSE,20,11,9,OPEN,23-08-2019 02:25
George's Lane,53.35023,-6.279696,FALSE,40,0,40,OPEN,23-08-2019 02:25
Phibsborough Road,53.356307,-6.273717,FALSE,40,18,22,OPEN,23-08-2019 02:25
Eccles Street,53.359246,-6.269779,FALSE,20,4,16,OPEN,23-08-2019 02:25
Portobello Harbour,53.330362,-6.265163,FALSE,30,24,6,OPEN,23-08-2019 02:25
Mater Hospital,53.359967,-6.264828,FALSE,40,4,36,OPEN,23-08-2019 02:25
Blessington Street,53.356769,-6.26814,TRUE,20,8,12,OPEN,23-08-2019 02:25
James Street,53.343456,-6.287409,TRUE,40,28,12,OPEN,23-08-2019 02:25
Mountjoy Square East,53.356717,-6.256359,TRUE,40,0,40,OPEN,23-08-2019 02:25
Merrion Square West,53.339764,-6.251988,TRUE,20,18,2,OPEN,23-08-2019 02:25
Convention Centre,53.34744,-6.238523,TRUE,40,37,3,OPEN,23-08-2019 02:25
Hardwicke Street,53.355473,-6.264423,FALSE,16,8,8,OPEN,23-08-2019 02:25
Parkgate Street,53.347972,-6.291804,TRUE,38,8,30,OPEN,23-08-2019 02:25
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 02:25
Dame Street,53.344007,-6.266802,TRUE,16,14,2,OPEN,23-08-2019 02:25
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,0,25,OPEN,23-08-2019 02:25
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,17,3,OPEN,23-08-2019 02:25
Sandwith Street,53.345203,-6.247163,TRUE,40,9,31,OPEN,23-08-2019 02:25
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,1,28,OPEN,23-08-2019 02:25
Rothe Abbey,53.338776,-6.30395,TRUE,35,0,35,OPEN,23-08-2019 02:25
Charleville Road,53.359157,-6.281866,TRUE,40,22,18,OPEN,23-08-2019 02:25
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,23,0,OPEN,23-08-2019 02:25
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,0,30,OPEN,23-08-2019 02:25
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,40,0,OPEN,23-08-2019 02:25
Grattan Street,53.339629,-6.243778,FALSE,23,23,0,OPEN,23-08-2019 02:25
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,22,18,OPEN,23-08-2019 02:25
Harcourt Terrace,53.332763,-6.257942,FALSE,20,20,0,OPEN,23-08-2019 02:25
Bolton Street,53.351182,-6.269859,FALSE,20,2,17,OPEN,23-08-2019 02:25
Jervis Street,53.3483,-6.266651,TRUE,21,20,1,OPEN,23-08-2019 02:25
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,29,0,OPEN,23-08-2019 02:25
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,35,5,OPEN,23-08-2019 02:25
Mountjoy Square West,53.356299,-6.258586,FALSE,30,0,30,OPEN,23-08-2019 02:25
Wilton Terrace,53.332383,-6.252717,TRUE,20,17,3,OPEN,23-08-2019 02:25
Emmet Road,53.340714,-6.308191,FALSE,40,0,40,OPEN,23-08-2019 02:25
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,0,40,OPEN,23-08-2019 02:25
Leinster Street South,53.34218,-6.254485,FALSE,30,30,0,OPEN,23-08-2019 02:25
Blackhall Place,53.3488,-6.281637,FALSE,30,0,30,OPEN,23-08-2019 02:25
